Age,Attrition,BusinessTravel,DistanceFromHome,Education,EducationField,Gender,HourlyRate,JobLevel,JobSatisfaction,MaritalStatus,NumCompaniesWorked,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
51,No,Travel_Frequently,9,3,Life Sciences,Male,83,5,2,Divorced,4,31,2,29,11
59,No,Travel_Rarely,18,4,Medical,Male,67,3,4,Single,6,25,2,9,5
34,No,Travel_Frequently,19,3,Medical,Female,46,2,2,Divorced,4,15,4,11,5
28,No,Travel_Frequently,1,4,Medical,Male,44,1,3,Single,0,5,2,4,0
44,No,Travel_Rarely,4,2,Life Sciences,Male,92,5,1,Divorced,1,26,2,25,14
34,No,Travel_Frequently,11,3,Life Sciences,Male,56,2,2,Married,4,14,4,10,1
35,No,Travel_Rarely,6,1,Life Sciences,Male,66,1,3,Married,0,4,3,3,2
42,No,Travel_Rarely,7,4,Medical,Female,78,2,2,Married,6,18,3,1,0
43,No,Travel_Rarely,4,4,Marketing,Female,56,3,4,Single,3,23,4,21,15
36,No,Travel_Rarely,2,4,Life Sciences,Female,53,2,2,Single,9,18,3,16,5
44,Yes,Travel_Rarely,15,3,Medical,Female,73,3,4,Married,1,10,3,10,0
28,No,Travel_Frequently,2,3,Life Sciences,Male,52,1,4,Married,1,2,3,2,2
51,No,Travel_Frequently,6,2,Medical,Female,40,1,3,Single,0,8,2,7,7
30,No,Non-Travel,9,2,Medical,Female,72,2,3,Single,7,10,3,8,1
29,Yes,Travel_Rarely,7,3,Technical Degree,Female,39,1,3,Divorced,3,10,3,7,7
28,No,Travel_Rarely,1,3,Technical Degree,Male,84,1,1,Single,2,5,2,3,1
25,No,Travel_Rarely,1,3,Medical,Female,40,1,2,Single,1,2,2,2,2
32,No,Travel_Rarely,8,3,Medical,Male,56,2,4,Married,1,10,4,10,0
45,No,Travel_Frequently,25,3,Medical,Female,83,5,2,Single,3,22,3,0,0
39,No,Travel_Rarely,13,4,Medical,Female,94,4,2,Divorced,6,21,3,19,15
58,No,Travel_Rarely,23,4,Life Sciences,Male,88,1,3,Divorced,1,2,3,2,2
32,Yes,Travel_Rarely,7,2,Life Sciences,Male,79,2,3,Married,1,10,3,10,1
39,Yes,Travel_Rarely,23,3,Medical,Male,93,1,1,Single,0,6,3,5,0
30,No,Travel_Rarely,6,3,Technical Degree,Female,48,2,4,Married,0,10,3,9,6
36,No,Travel_Rarely,10,4,Technical Degree,Female,63,3,3,Married,3,10,3,7,1
46,No,Travel_Rarely,1,2,Life Sciences,Female,44,1,1,Single,6,10,4,7,5
28,No,Non-Travel,1,3,Life Sciences,Female,55,2,4,Married,0,10,3,9,7
50,No,Travel_Rarely,28,3,Life Sciences,Female,43,4,1,Married,4,25,3,3,1
40,Yes,Travel_Rarely,25,4,Marketing,Male,57,3,2,Single,2,9,3,5,1
52,Yes,Travel_Rarely,5,3,Life Sciences,Male,64,3,2,Single,9,10,2,8,7
30,No,Travel_Rarely,17,4,Medical,Female,95,3,1,Married,1,9,3,9,0
39,No,Travel_Rarely,18,2,Life Sciences,Male,32,2,3,Single,0,9,3,8,1
31,No,Non-Travel,2,4,Life Sciences,Female,57,3,3,Divorced,1,10,2,10,9
41,No,Non-Travel,10,2,Medical,Male,40,2,2,Single,1,19,3,19,11
31,Yes,Travel_Frequently,1,3,Life Sciences,Female,54,1,2,Single,1,3,4,3,2
44,Yes,Travel_Rarely,3,3,Life Sciences,Male,89,1,1,Married,4,10,4,3,1
42,No,Non-Travel,2,1,Life Sciences,Male,37,4,3,Married,0,21,2,20,2
55,No,Travel_Rarely,2,2,Medical,Female,58,5,3,Married,4,23,3,19,9
56,No,Travel_Rarely,8,4,Life Sciences,Male,99,5,2,Single,6,36,3,7,7
40,No,Non-Travel,16,2,Life Sciences,Male,74,1,3,Divorced,9,6,3,4,0
34,No,Travel_Rarely,9,3,Life Sciences,Male,86,3,4,Divorced,0,10,2,9,1
40,No,Travel_Rarely,2,3,Life Sciences,Male,98,2,4,Single,1,9,3,9,8
41,No,Travel_Frequently,1,3,Marketing,Female,66,2,1,Divorced,0,10,3,9,1
35,No,Travel_Frequently,4,4,Life Sciences,Male,87,2,3,Single,1,9,3,9,1
51,No,Travel_Rarely,5,3,Life Sciences,Male,84,4,2,Divorced,1,33,3,33,0
38,No,Travel_Rarely,2,2,Life Sciences,Female,31,2,1,Divorced,3,11,3,7,1
34,No,Travel_Rarely,15,2,Medical,Female,66,2,1,Single,1,10,4,10,9
25,No,Travel_Rarely,19,1,Medical,Male,67,1,4,Married,3,7,2,3,1
58,Yes,Travel_Rarely,7,4,Medical,Female,53,3,1,Married,7,31,2,10,5
40,No,Travel_Rarely,1,4,Life Sciences,Male,88,1,2,Married,3,7,3,4,0
36,No,Travel_Frequently,7,3,Marketing,Female,83,2,1,Married,2,17,2,15,6
48,No,Travel_Rarely,4,3,Life Sciences,Male,54,3,4,Single,1,11,3,10,0
27,No,Travel_Rarely,11,3,Medical,Female,98,1,4,Married,8,5,3,1,0
51,No,Travel_Rarely,11,2,Technical Degree,Female,82,4,2,Single,3,29,2,5,0
18,No,Non-Travel,1,3,Life Sciences,Female,97,1,4,Single,1,0,4,0,0
35,No,Travel_Rarely,1,3,Medical,Female,60,2,4,Married,0,10,3,9,0
27,No,Travel_Frequently,2,1,Life Sciences,Male,43,2,4,Single,3,8,3,6,0
55,Yes,Travel_Rarely,13,4,Marketing,Male,85,4,3,Single,6,24,2,19,3
56,No,Travel_Rarely,23,3,Life Sciences,Male,68,4,2,Married,4,33,3,19,15
34,No,Non-Travel,26,1,Technical Degree,Female,92,1,3,Divorced,1,5,3,5,0
40,No,Travel_Rarely,2,1,Medical,Female,89,2,3,Divorced,5,15,3,12,11
34,No,Travel_Rarely,29,3,Medical,Male,86,2,3,Married,4,10,3,8,7
31,Yes,Travel_Frequently,2,3,Life Sciences,Female,90,1,4,Single,7,3,4,1,0
35,Yes,Travel_Frequently,18,4,Marketing,Female,67,2,3,Married,0,5,2,4,3
38,No,Travel_Frequently,7,3,Life Sciences,Male,57,1,3,Divorced,1,4,3,4,0
34,No,Travel_Rarely,2,4,Technical Degree,Female,98,2,4,Single,1,14,4,14,4
28,No,Travel_Rarely,26,3,Life Sciences,Male,48,2,1,Married,1,5,3,5,0
31,Yes,Travel_Rarely,22,4,Medical,Male,98,2,3,Married,1,10,2,10,6
39,No,Travel_Rarely,21,4,Life Sciences,Male,44,2,4,Married,3,8,4,5,1
51,No,Travel_Frequently,2,3,Marketing,Male,52,3,2,Married,2,14,3,4,3
41,No,Travel_Frequently,22,3,Life Sciences,Female,75,2,4,Divorced,3,12,2,6,3
37,No,Travel_Rarely,4,1,Life Sciences,Male,54,1,3,Married,7,8,3,6,1
33,No,Travel_Frequently,5,1,Life Sciences,Male,61,2,4,Married,6,8,4,5,1
32,No,Travel_Rarely,2,1,Marketing,Male,36,2,2,Married,0,4,2,3,1
39,No,Non-Travel,25,2,Life Sciences,Male,71,3,3,Married,3,13,3,6,0
25,No,Travel_Rarely,18,1,Life Sciences,Male,93,2,3,Married,2,6,2,3,1
52,No,Travel_Frequently,28,2,Medical,Female,59,4,3,Married,2,24,2,5,0
43,No,Travel_Rarely,6,3,Medical,Female,73,2,3,Single,1,20,1,20,1
27,No,Travel_Rarely,10,3,Marketing,Female,98,2,4,Married,1,6,3,6,4
27,Yes,Travel_Rarely,17,4,Life Sciences,Female,51,1,3,Single,1,8,3,8,7
26,No,Travel_Rarely,2,1,Medical,Male,36,1,4,Single,0,5,3,4,1
42,No,Travel_Rarely,10,3,Human Resources,Female,31,4,1,Married,0,21,3,20,0
52,No,Travel_Rarely,8,4,Other,Female,54,1,1,Married,9,12,1,5,0
37,No,Travel_Rarely,11,3,Medical,Female,94,1,3,Single,4,8,3,3,0
35,No,Travel_Frequently,18,2,Life Sciences,Male,60,3,4,Single,2,10,3,2,2
25,No,Travel_Rarely,1,3,Technical Degree,Male,81,1,4,Married,4,7,2,3,0
26,No,Travel_Rarely,7,3,Other,Male,100,1,1,Single,0,8,3,7,0
29,No,Travel_Rarely,17,3,Other,Male,51,3,1,Single,1,10,2,10,0
49,Yes,Travel_Frequently,28,2,Life Sciences,Male,97,2,1,Single,3,20,3,4,1
29,Yes,Travel_Frequently,14,1,Other,Female,84,3,4,Single,0,9,3,8,7
54,No,Travel_Rarely,1,3,Medical,Female,54,4,4,Single,6,29,2,20,12
58,No,Travel_Rarely,1,3,Medical,Female,76,5,1,Married,3,32,3,9,1
55,No,Travel_Rarely,1,4,Medical,Male,81,4,4,Divorced,2,31,4,7,0
36,No,Travel_Rarely,3,4,Marketing,Female,99,2,2,Single,3,15,3,5,0
31,Yes,Travel_Frequently,1,4,Life Sciences,Female,50,1,3,Single,1,1,3,1,0
30,No,Travel_Rarely,7,4,Marketing,Female,73,2,1,Divorced,7,8,3,3,0
31,No,Travel_Rarely,8,5,Life Sciences,Female,93,4,2,Single,3,9,4,3,1
34,No,Travel_Frequently,1,4,Other,Male,91,1,1,Divorced,5,10,3,4,1
31,Yes,Travel_Rarely,8,3,Life Sciences,Female,34,1,2,Single,1,1,4,1,0
27,No,Travel_Rarely,11,1,Life Sciences,Male,91,1,1,Married,0,6,4,5,1
36,No,Travel_Rarely,4,4,Life Sciences,Male,37,2,4,Single,1,10,2,10,1
36,No,Travel_Rarely,16,4,Marketing,Female,98,2,1,Married,4,11,2,3,0
47,No,Travel_Rarely,1,3,Technical Degree,Male,74,1,4,Married,7,17,2,6,1
25,Yes,Travel_Rarely,9,2,Life Sciences,Male,68,1,1,Married,3,6,3,3,2
37,No,Non-Travel,5,2,Technical Degree,Male,84,1,3,Single,0,7,1,6,1
56,No,Travel_Rarely,1,2,Life Sciences,Female,90,1,1,Married,2,5,4,3,1
47,No,Travel_Rarely,2,4,Medical,Female,82,4,3,Married,3,26,4,20,5
24,No,Travel_Rarely,4,1,Medical,Female,42,2,3,Married,1,5,3,5,0
32,No,Travel_Rarely,7,5,Marketing,Male,97,2,4,Married,4,7,2,4,0
34,No,Travel_Rarely,1,3,Life Sciences,Female,86,1,2,Married,5,7,2,5,0
41,No,Travel_Rarely,5,5,Medical,Male,90,1,3,Married,2,7,2,4,0
40,No,Non-Travel,9,4,Other,Male,81,2,3,Divorced,3,11,4,8,0
31,No,Travel_Rarely,8,2,Life Sciences,Male,31,3,4,Divorced,1,13,3,13,9
46,Yes,Travel_Rarely,9,3,Marketing,Male,52,3,4,Divorced,4,28,4,7,4
39,Yes,Non-Travel,2,3,Life Sciences,Female,54,1,1,Single,2,11,4,1,0
31,Yes,Travel_Frequently,1,5,Life Sciences,Female,100,3,2,Single,1,10,3,10,4
45,No,Travel_Rarely,20,3,Medical,Male,95,3,1,Divorced,2,24,3,7,0
31,No,Travel_Rarely,8,2,Medical,Female,96,1,2,Single,9,8,3,3,0
31,Yes,Travel_Frequently,2,3,Life Sciences,Male,94,1,4,Married,6,7,1,2,2
45,No,Travel_Rarely,29,3,Technical Degree,Male,55,3,4,Married,4,10,4,3,1
48,No,Travel_Rarely,7,3,Marketing,Male,96,2,1,Divorced,4,15,3,2,2
34,Yes,Travel_Rarely,9,4,Technical Degree,Female,52,1,3,Married,1,2,3,2,2
40,No,Non-Travel,8,1,Medical,Male,55,3,2,Divorced,2,16,3,9,4
28,No,Travel_Rarely,5,3,Medical,Male,84,2,1,Single,0,6,3,5,1
44,No,Non-Travel,5,3,Life Sciences,Male,90,1,3,Single,3,7,3,5,0
53,No,Travel_Rarely,2,3,Medical,Male,39,4,2,Single,4,35,2,9,8
49,No,Travel_Rarely,5,4,Technical Degree,Male,96,2,3,Married,2,20,2,3,1
40,No,Travel_Rarely,2,3,Medical,Male,68,1,3,Divorced,2,8,4,3,1
44,No,Travel_Rarely,20,3,Life Sciences,Male,49,1,2,Single,1,6,2,5,1
33,No,Travel_Frequently,7,3,Medical,Male,54,2,1,Married,0,5,3,4,0
34,No,Travel_Rarely,3,3,Other,Male,81,2,1,Single,3,15,3,13,3
30,No,Travel_Rarely,16,1,Life Sciences,Male,96,2,3,Married,8,4,2,2,2
42,No,Travel_Frequently,9,2,Medical,Female,74,1,4,Single,1,12,3,12,5
44,No,Travel_Frequently,1,5,Marketing,Female,79,2,3,Married,7,11,2,1,0
30,No,Non-Travel,7,3,Technical Degree,Male,64,1,3,Divorced,1,1,2,1,0
57,No,Travel_Rarely,1,2,Life Sciences,Male,93,2,3,Married,0,13,2,12,2
49,No,Travel_Rarely,7,4,Life Sciences,Male,35,3,2,Divorced,3,29,3,8,0
34,No,Travel_Frequently,15,3,Medical,Male,71,4,1,Divorced,7,16,2,14,6
28,Yes,Travel_Frequently,1,3,Technical Degree,Male,92,1,3,Married,3,5,4,3,1
29,Yes,Travel_Frequently,13,3,Technical Degree,Female,51,2,2,Single,5,7,1,5,0
34,Yes,Travel_Rarely,24,4,Medical,Female,40,2,2,Single,0,16,4,15,10
35,No,Travel_Rarely,7,1,Life Sciences,Male,76,1,3,Married,1,1,3,1,0
24,Yes,Travel_Frequently,9,3,Medical,Male,89,1,1,Single,2,4,2,0,0
24,No,Non-Travel,13,2,Life Sciences,Female,78,1,2,Married,1,1,3,1,0
44,No,Travel_Frequently,2,1,Medical,Male,86,3,3,Single,5,16,2,2,2
29,No,Travel_Rarely,19,3,Life Sciences,Male,77,2,3,Divorced,1,10,3,10,0
30,No,Travel_Rarely,1,3,Life Sciences,Male,46,1,3,Divorced,0,6,4,5,1
55,No,Travel_Rarely,4,4,Life Sciences,Male,30,2,3,Married,0,4,3,3,1
33,No,Travel_Rarely,4,4,Medical,Female,82,1,2,Married,8,8,3,5,0
47,No,Travel_Rarely,14,3,Medical,Female,78,2,3,Married,3,11,2,5,1
28,Yes,Travel_Frequently,2,2,Medical,Male,38,1,1,Single,7,8,2,0,0
28,No,Travel_Rarely,1,3,Life Sciences,Male,72,1,3,Divorced,1,1,1,1,0
28,No,Travel_Frequently,7,3,Life Sciences,Male,55,2,1,Single,0,5,3,4,1
49,No,Travel_Rarely,3,2,Medical,Female,43,2,1,Married,4,10,3,3,1
29,No,Travel_Frequently,2,1,Life Sciences,Female,97,1,2,Married,0,4,3,3,0
28,No,Travel_Rarely,29,1,Life Sciences,Male,96,2,2,Married,1,8,2,8,1
33,No,Travel_Rarely,8,5,Life Sciences,Male,69,2,3,Single,2,14,3,0,0
32,No,Travel_Rarely,10,3,Medical,Male,64,3,4,Single,2,10,4,5,0
54,No,Travel_Frequently,11,4,Medical,Female,87,4,4,Divorced,3,26,3,14,1
29,Yes,Travel_Rarely,1,4,Technical Degree,Male,100,1,1,Single,6,11,1,9,0
44,No,Travel_Rarely,28,3,Life Sciences,Male,32,4,1,Married,3,24,4,20,14
39,No,Travel_Rarely,6,3,Life Sciences,Female,32,3,2,Single,4,9,3,2,2
46,No,Travel_Rarely,3,3,Life Sciences,Female,51,4,2,Married,8,23,4,13,5
35,No,Travel_Rarely,16,3,Life Sciences,Female,91,3,2,Single,1,11,1,11,3
23,No,Travel_Rarely,20,1,Life Sciences,Male,97,2,3,Single,0,5,3,4,1
40,Yes,Travel_Rarely,9,4,Life Sciences,Male,86,1,1,Single,3,15,1,5,1
34,No,Travel_Rarely,1,3,Technical Degree,Male,64,3,3,Married,1,10,3,10,8
31,Yes,Travel_Frequently,3,3,Life Sciences,Female,33,1,3,Single,1,7,1,7,7
50,No,Travel_Frequently,22,5,Medical,Male,88,4,4,Single,1,32,3,32,13
34,No,Travel_Rarely,7,2,Technical Degree,Male,55,1,3,Married,0,12,3,11,5
42,No,Travel_Rarely,2,3,Medical,Male,68,1,2,Married,4,4,3,1,0
37,No,Travel_Rarely,13,3,Medical,Male,47,2,4,Married,1,10,3,10,3
29,No,Travel_Rarely,8,1,Other,Female,39,2,1,Married,3,9,3,7,0
33,No,Travel_Rarely,25,3,Life Sciences,Male,44,2,2,Single,1,5,3,5,0
45,No,Travel_Rarely,28,3,Technical Degree,Male,97,1,4,Married,4,8,3,5,0
42,No,Travel_Frequently,2,3,Life Sciences,Male,40,3,4,Married,2,24,1,20,13
40,No,Travel_Rarely,9,2,Medical,Male,47,2,1,Married,0,9,4,8,7
33,No,Travel_Rarely,28,4,Life Sciences,Male,79,2,3,Married,1,15,3,15,5
40,No,Travel_Rarely,6,2,Medical,Male,38,4,4,Single,1,21,3,21,7
24,No,Travel_Rarely,21,2,Technical Degree,Male,57,1,1,Divorced,0,2,3,1,0
40,No,Non-Travel,8,2,Life Sciences,Male,72,2,4,Divorced,3,8,3,2,2
45,No,Travel_Rarely,1,4,Technical Degree,Male,66,3,2,Divorced,1,10,3,10,7
35,No,Travel_Rarely,28,4,Life Sciences,Female,98,1,3,Married,0,6,3,5,4
32,No,Travel_Rarely,5,2,Life Sciences,Female,67,2,2,Married,3,12,3,7,2
36,No,Travel_Rarely,2,4,Life Sciences,Male,70,1,4,Single,3,7,2,3,1
48,No,Travel_Rarely,16,4,Life Sciences,Female,96,2,3,Divorced,8,18,3,8,7
29,No,Travel_Rarely,9,3,Life Sciences,Male,91,1,3,Married,6,5,2,1,0
33,No,Travel_Rarely,8,4,Life Sciences,Male,46,2,1,Married,2,8,1,2,2
30,Yes,Travel_Rarely,1,3,Life Sciences,Male,64,2,1,Married,1,10,3,10,6
38,No,Travel_Frequently,10,4,Human Resources,Male,71,2,3,Married,3,10,3,6,1
35,No,Travel_Rarely,1,3,Medical,Male,68,1,1,Single,1,3,3,3,1
30,No,Travel_Rarely,29,4,Technical Degree,Male,33,3,2,Married,3,9,3,4,1
35,Yes,Travel_Rarely,2,3,Life Sciences,Female,69,1,1,Divorced,1,1,3,1,0
53,Yes,Travel_Rarely,2,5,Technical Degree,Female,78,3,4,Married,0,34,3,33,1
38,Yes,Travel_Rarely,2,3,Medical,Male,81,2,2,Married,4,7,3,5,1
32,No,Non-Travel,1,4,Technical Degree,Male,62,2,1,Married,4,9,2,6,1
48,No,Travel_Rarely,15,4,Other,Female,65,1,1,Married,8,10,2,8,7
34,No,Travel_Rarely,7,4,Medical,Male,35,1,4,Single,1,1,1,1,0
55,No,Travel_Rarely,26,5,Marketing,Male,60,5,4,Married,1,36,3,36,2
34,No,Travel_Rarely,1,4,Life Sciences,Male,45,2,4,Married,9,9,2,2,2
26,No,Travel_Rarely,3,3,Life Sciences,Female,89,1,4,Married,1,1,3,1,0
38,No,Travel_Rarely,14,3,Life Sciences,Male,80,2,2,Married,0,10,3,9,7
38,No,Travel_Rarely,16,3,Life Sciences,Female,90,2,2,Single,2,8,4,3,1
36,No,Travel_Rarely,1,4,Life Sciences,Female,73,2,3,Single,6,15,3,1,0
29,No,Travel_Rarely,3,1,Medical,Male,87,1,1,Single,1,10,3,10,1
35,No,Travel_Rarely,10,4,Medical,Female,51,2,3,Single,3,10,3,5,0
39,No,Travel_Rarely,6,3,Medical,Male,38,3,3,Married,2,11,3,7,7
29,No,Travel_Frequently,2,1,Life Sciences,Male,87,2,4,Divorced,1,6,4,6,1
50,No,Travel_Rarely,9,3,Marketing,Male,59,5,3,Married,4,27,3,1,0
23,No,Travel_Rarely,10,3,Technical Degree,Male,45,1,3,Married,2,4,3,2,2
36,No,Travel_Frequently,6,4,Life Sciences,Male,80,2,1,Married,3,9,3,3,0
42,No,Travel_Rarely,9,2,Other,Male,93,5,4,Single,8,24,3,1,0
35,No,Travel_Rarely,28,3,Life Sciences,Male,46,2,3,Married,1,10,2,10,6
34,No,Travel_Frequently,10,4,Technical Degree,Male,92,2,3,Married,1,8,2,8,7
40,No,Travel_Rarely,14,2,Life Sciences,Female,84,2,1,Married,1,5,3,5,1
43,No,Travel_Rarely,27,3,Technical Degree,Male,87,1,2,Divorced,5,8,3,6,0
35,No,Travel_Rarely,7,2,Life Sciences,Male,63,1,4,Married,1,1,2,1,0
46,No,Travel_Rarely,1,4,Life Sciences,Male,56,4,1,Single,1,27,1,26,0
28,Yes,Travel_Rarely,24,3,Medical,Male,51,1,2,Married,1,1,3,1,0
22,No,Non-Travel,26,2,Other,Female,85,1,3,Married,1,4,2,4,1
50,No,Travel_Frequently,20,5,Medical,Male,41,4,3,Married,2,32,3,30,12
32,No,Travel_Rarely,5,4,Other,Female,35,1,4,Married,3,6,3,3,0
44,No,Travel_Rarely,7,3,Medical,Female,31,5,4,Divorced,0,23,2,22,1
30,No,Travel_Rarely,7,3,Medical,Male,48,1,2,Married,1,6,2,6,1
45,No,Travel_Rarely,5,5,Medical,Female,50,2,1,Single,1,10,3,10,1
45,No,Non-Travel,26,3,Marketing,Male,52,2,1,Married,1,10,3,10,4
31,No,Travel_Frequently,2,4,Other,Male,54,2,1,Single,7,10,3,5,0
36,No,Travel_Rarely,12,4,Life Sciences,Female,76,2,3,Married,9,7,3,3,1
34,No,Travel_Frequently,10,4,Life Sciences,Male,42,2,4,Divorced,1,9,3,9,7
49,No,Travel_Rarely,25,4,Life Sciences,Female,84,1,1,Married,1,10,2,9,1
39,No,Travel_Rarely,10,5,Medical,Male,76,2,1,Married,2,10,3,7,7
27,No,Travel_Rarely,19,3,Other,Male,67,1,1,Divorced,1,7,3,7,0
35,No,Travel_Rarely,18,5,Life Sciences,Male,48,2,1,Married,1,16,3,16,1
28,No,Travel_Rarely,27,3,Medical,Female,39,2,1,Divorced,0,6,2,5,0
21,No,Travel_Rarely,5,1,Medical,Male,97,1,4,Single,1,3,3,2,2
18,Yes,Travel_Frequently,3,2,Medical,Female,70,1,4,Single,1,0,4,0,0
47,No,Travel_Rarely,26,4,Life Sciences,Female,98,5,3,Married,3,27,3,5,1
39,No,Travel_Rarely,3,2,Medical,Male,76,2,3,Divorced,0,11,3,10,0
40,No,Travel_Rarely,15,3,Life Sciences,Female,80,3,3,Married,1,18,3,18,14
35,No,Non-Travel,8,4,Life Sciences,Female,52,2,3,Married,1,15,3,14,2
37,No,Travel_Rarely,19,3,Life Sciences,Male,85,2,3,Married,3,9,2,4,0
39,No,Travel_Frequently,4,3,Medical,Female,81,2,3,Single,0,10,1,9,3
45,No,Travel_Rarely,2,2,Other,Female,59,2,4,Divorced,1,10,3,10,3
38,No,Travel_Rarely,2,2,Medical,Female,54,3,3,Married,3,10,4,5,0
35,Yes,Travel_Rarely,10,3,Medical,Male,55,3,1,Married,9,15,3,13,6
37,No,Travel_Rarely,10,3,Medical,Female,71,1,2,Married,1,8,1,8,7
40,No,Travel_Rarely,16,3,Life Sciences,Female,84,3,4,Single,6,18,2,4,3
44,No,Travel_Frequently,1,5,Human Resources,Male,37,2,4,Married,4,14,3,10,0
48,No,Travel_Frequently,4,5,Medical,Male,89,4,4,Married,2,23,3,2,2
35,Yes,Travel_Rarely,15,2,Medical,Male,59,2,4,Divorced,6,7,2,2,2
24,No,Travel_Frequently,2,1,Technical Degree,Female,32,1,4,Single,1,6,3,6,1
27,No,Travel_Rarely,8,3,Medical,Female,86,1,3,Married,7,5,3,3,0
27,No,Travel_Frequently,2,3,Medical,Male,87,1,4,Single,2,6,2,4,1
40,Yes,Travel_Rarely,7,3,Life Sciences,Male,73,1,1,Single,3,10,1,4,0
29,No,Travel_Rarely,10,3,Medical,Male,42,2,3,Single,9,8,3,5,1
36,No,Travel_Rarely,5,4,Life Sciences,Female,42,3,1,Married,4,9,3,3,0
25,No,Travel_Frequently,2,1,Life Sciences,Male,77,2,3,Divorced,1,7,3,7,0
39,No,Travel_Rarely,12,3,Medical,Male,66,2,2,Married,4,7,3,5,1
49,No,Travel_Rarely,22,4,Other,Female,72,4,2,Married,3,27,3,4,1
50,No,Travel_Rarely,17,5,Life Sciences,Female,50,3,1,Divorced,5,19,3,14,1
20,No,Travel_Rarely,2,3,Medical,Female,31,1,3,Single,1,2,3,2,2
34,No,Travel_Rarely,3,3,Life Sciences,Female,66,2,2,Divorced,1,11,3,11,7
36,No,Travel_Rarely,7,3,Life Sciences,Male,77,1,2,Single,2,15,3,4,1
49,No,Travel_Rarely,6,1,Life Sciences,Female,41,4,3,Married,2,30,3,15,2
36,No,Non-Travel,1,4,Medical,Female,33,2,3,Married,0,4,3,3,1
36,No,Travel_Rarely,3,2,Life Sciences,Male,79,2,1,Divorced,6,13,3,5,0
54,No,Travel_Rarely,22,5,Medical,Female,91,4,3,Married,3,36,3,10,4
43,No,Travel_Rarely,15,2,Life Sciences,Male,65,4,3,Married,1,14,3,14,6
35,Yes,Travel_Frequently,12,4,Other,Male,36,2,4,Single,3,13,4,11,6
38,No,Travel_Frequently,1,3,Life Sciences,Male,90,2,4,Married,7,19,4,13,2
29,No,Travel_Rarely,5,3,Medical,Male,43,2,2,Divorced,1,10,2,10,0
33,No,Travel_Rarely,2,4,Medical,Male,93,2,4,Divorced,1,6,3,6,0
32,No,Travel_Rarely,2,3,Medical,Male,45,2,2,Divorced,0,10,2,9,1
31,No,Travel_Rarely,5,4,Life Sciences,Female,67,2,4,Married,1,10,3,10,0
49,No,Travel_Rarely,16,3,Medical,Female,74,1,1,Divorced,4,17,2,2,2
38,No,Travel_Frequently,2,3,Medical,Female,42,1,2,Single,1,4,3,4,3
47,No,Travel_Rarely,2,4,Life Sciences,Female,47,4,2,Divorced,6,29,3,3,1
49,No,Travel_Rarely,1,3,Life Sciences,Male,36,4,3,Single,4,23,3,8,0
41,No,Travel_Rarely,23,2,Life Sciences,Male,80,3,3,Single,3,21,3,2,0
20,No,Travel_Rarely,9,1,Life Sciences,Male,54,1,1,Single,1,2,3,2,0
33,No,Non-Travel,16,3,Life Sciences,Female,36,2,4,Divorced,1,7,3,6,1
36,No,Travel_Rarely,26,4,Life Sciences,Male,80,2,3,Married,6,10,2,3,0
44,No,Travel_Rarely,1,3,Life Sciences,Female,44,1,4,Divorced,4,8,3,2,2
23,Yes,Travel_Rarely,8,1,Medical,Male,93,1,3,Single,1,5,3,5,1
38,No,Travel_Rarely,4,2,Medical,Female,87,1,3,Married,7,7,2,0,0
53,No,Travel_Rarely,24,4,Medical,Male,48,3,4,Married,3,11,3,4,1
48,Yes,Travel_Frequently,7,2,Medical,Female,95,1,3,Married,2,19,3,9,7
32,Yes,Travel_Rarely,2,4,Life Sciences,Male,95,1,2,Single,1,1,3,1,0
26,No,Non-Travel,7,3,Medical,Male,76,1,4,Single,1,7,3,7,5
55,No,Travel_Rarely,22,3,Technical Degree,Male,94,1,2,Divorced,5,8,3,4,1
34,No,Travel_Rarely,5,2,Medical,Male,57,2,4,Married,1,15,4,15,4
60,No,Travel_Rarely,1,4,Medical,Male,92,3,4,Divorced,3,19,4,1,0
33,No,Travel_Rarely,21,3,Medical,Male,79,1,2,Married,1,14,3,14,2
37,No,Travel_Frequently,1,4,Medical,Male,31,2,4,Divorced,1,6,2,6,1
34,No,Travel_Rarely,19,3,Life Sciences,Female,35,1,4,Married,1,10,3,10,8
23,Yes,Travel_Rarely,7,3,Life Sciences,Male,99,1,4,Divorced,1,3,3,3,0
44,No,Travel_Rarely,2,3,Life Sciences,Female,96,3,4,Married,1,9,3,8,6
35,No,Travel_Frequently,2,4,Medical,Male,79,1,4,Single,0,6,4,5,1
43,No,Travel_Rarely,2,3,Medical,Male,73,2,4,Married,1,10,3,10,8
24,No,Travel_Rarely,9,3,Medical,Male,62,1,3,Married,1,5,3,5,0
41,No,Travel_Rarely,6,3,Marketing,Male,35,3,3,Single,1,10,3,10,8
29,No,Travel_Rarely,9,4,Medical,Female,43,1,3,Married,9,9,3,5,1
36,No,Travel_Rarely,2,4,Life Sciences,Female,51,2,4,Single,3,17,2,13,6
45,No,Non-Travel,1,1,Life Sciences,Male,74,3,3,Married,3,25,2,23,14
24,Yes,Travel_Rarely,22,1,Human Resources,Male,58,1,3,Married,1,1,3,1,0
47,Yes,Travel_Frequently,9,3,Life Sciences,Male,82,4,3,Married,7,25,1,23,14
26,No,Travel_Rarely,17,4,Medical,Male,62,1,3,Married,1,3,4,3,0
